Code	Name	Grade	Subject	Type	Description
ESLCOI	"English for School and Work, ESL Level 3"	10	English Language Learners	Open	"This course extends students’ skills in listening, speaking, reading, and writing in English for a variety of everyday and academic purposes. Students will make short classroom presentations; read a variety of adapted and original texts in English; and write using a variety of forms of text. Students will also expand their academic vocabulary and their study skills to facilitate the transition to the mainstream school program. This course also introduces students to the rights and responsibilities inherent in Canadian citizenship, and to a variety of current Canadian issues. (Prerequisite: English as a Second Language, Level 2, or equivalent.) Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits."
ESLDOI	"Studies in Academic English, ESL, Level 4"	10	English Language Learners	Open	"Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits. This course prepares students to use English with increasing fluency and accuracy in classroom and social situations and to participate in Canadian society as informed citizens. Students will develop the reading, writing, and oral presentation skills required for success in all school subjects. They will study and interpret a variety of grade-level texts; extend listening and speaking skills through participation in discussions and seminars; write narratives, articles, and summaries in English; and respond critically to various print and media texts. (Prerequisite: English as a Second Language, Level 3, or equivalent.)"
ESLEOI	"Bridge to Mainstream English,ESL, Level 5"	10	English Language Learners	Open	"Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits. This course provides students with the skills and strategies they need to make the transition to college and university preparation courses in English and other secondary school disciplines. Students will be encouraged to develop independence in a range of academic tasks. They will participate in debates and lead classroom workshops; read and interpret literary works and academic texts; write essays, narratives, and reports; and apply a range of learning strategies and research skills effectively. Students will further develop their ability to respond critically to print and media texts. (Prerequisite: English as a Second Language, Level 4, or equivalent.)"
ELS2OZ	Literacy Sills: Reading and Writing	10	English Language Learners	Open	Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits.
GLS4OZ	TOEFL Preparation	10	English Language Learners	ESL	Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits.
ESLAOI	"Beginning Communication in English, ESL, Level 1"	11	English Language Learners	Open	"Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits. This course builds on students’ previous education and language knowledge to introduce the English language and help students adjust to their new cultural environment. Students will use beginning English language skills in listening, speaking, reading, and writing for everyday and essential academic purposes; use basic English language structures and simple sentence patterns in short conversations; read short adapted texts; and write phrases and short sentences. The course also provides students with the knowledge and skills they need to begin to adapt to their new lives in Canada."
ESLBOI	"English in Daily Life, ESL, Level 2"	11	English Language Learners	Open	"Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits. This course expands students' listening, speaking, reading, and writing skills in English for everyday and academic purposes. Students will participate in conversations, in structured situations, on a variety of familiar and new topics; link English sentences to compose paragraphs; read a variety of texts designed or adapted for English language learners; and expand their knowledge of English grammatical structures and sentence patterns. The course also supports students' continuing adaptation to the Ontario school system by expanding their cultural knowledge of their new province and country. (Prerequisite: English as a Second Language, Level 1, or equivalent.)"
ESLCOI	"English for School and Work, ESL Level 3"	11	English Language Learners	Open	"This course extends students’ skills in listening, speaking, reading, and writing in English for a variety of everyday and academic purposes. Students will make short classroom presentations; read a variety of adapted and original texts in English; and write using a variety of forms of text. Students will also expand their academic vocabulary and their study skills to facilitate the transition to the mainstream school program. This course also introduces students to the rights and responsibilities inherent in Canadian citizenship, and to a variety of current Canadian issues. (Prerequisite: English as a Second Language, Level 2, or equivalent.) Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits."
ESLDOI	"Studies in Academic English, ESL, Level 4"	11	English Language Learners	Open	"Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits. This course prepares students to use English with increasing fluency and accuracy in classroom and social situations and to participate in Canadian society as informed citizens. Students will develop the reading, writing, and oral presentation skills required for success in all school subjects. They will study and interpret a variety of grade-level texts; extend listening and speaking skills through participation in discussions and seminars; write narratives, articles, and summaries in English; and respond critically to various print and media texts. (Prerequisite: English as a Second Language, Level 3, or equivalent.)"
ESLEOI	"Bridge to Mainstream English,ESL, Level 5"	11	English Language Learners	Open	"Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits. This course provides students with the skills and strategies they need to make the transition to college and university preparation courses in English and other secondary school disciplines. Students will be encouraged to develop independence in a range of academic tasks. They will participate in debates and lead classroom workshops; read and interpret literary works and academic texts; write essays, narratives, and reports; and apply a range of learning strategies and research skills effectively. Students will further develop their ability to respond critically to print and media texts. (Prerequisite: English as a Second Language, Level 4, or equivalent.)"
ELS2OZ	Literacy Sills: Reading and Writing	11	English Language Learners	Open	Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits.
GLS4OZ	TOEFL Preparation	11	English Language Learners	ESL	Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits.
ESLAOI	"Beginning Communication in English, ESL, Level 1"	12	English Language Learners	Open	"Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits. This course builds on students’ previous education and language knowledge to introduce the English language and help students adjust to their new cultural environment. Students will use beginning English language skills in listening, speaking, reading, and writing for everyday and essential academic purposes; use basic English language structures and simple sentence patterns in short conversations; read short adapted texts; and write phrases and short sentences. The course also provides students with the knowledge and skills they need to begin to adapt to their new lives in Canada."
ESLBOI	"English in Daily Life, ESL, Level 2"	12	English Language Learners	Open	"Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits. This course expands students' listening, speaking, reading, and writing skills in English for everyday and academic purposes. Students will participate in conversations, in structured situations, on a variety of familiar and new topics; link English sentences to compose paragraphs; read a variety of texts designed or adapted for English language learners; and expand their knowledge of English grammatical structures and sentence patterns. The course also supports students' continuing adaptation to the Ontario school system by expanding their cultural knowledge of their new province and country. (Prerequisite: English as a Second Language, Level 1, or equivalent.)"
ESLCOI	"English for School and Work, ESL Level 3"	12	English Language Learners	Open	"This course extends students’ skills in listening, speaking, reading, and writing in English for a variety of everyday and academic purposes. Students will make short classroom presentations; read a variety of adapted and original texts in English; and write using a variety of forms of text. Students will also expand their academic vocabulary and their study skills to facilitate the transition to the mainstream school program. This course also introduces students to the rights and responsibilities inherent in Canadian citizenship, and to a variety of current Canadian issues. (Prerequisite: English as a Second Language, Level 2, or equivalent.) Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits."
ESLDOI	"Studies in Academic English, ESL, Level 4"	12	English Language Learners	Open	"Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits. This course prepares students to use English with increasing fluency and accuracy in classroom and social situations and to participate in Canadian society as informed citizens. Students will develop the reading, writing, and oral presentation skills required for success in all school subjects. They will study and interpret a variety of grade-level texts; extend listening and speaking skills through participation in discussions and seminars; write narratives, articles, and summaries in English; and respond critically to various print and media texts. (Prerequisite: English as a Second Language, Level 3, or equivalent.)"
ESLEOI	"Bridge to Mainstream English,ESL, Level 5"	12	English Language Learners	Open	"Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits. This course provides students with the skills and strategies they need to make the transition to college and university preparation courses in English and other secondary school disciplines. Students will be encouraged to develop independence in a range of academic tasks. They will participate in debates and lead classroom workshops; read and interpret literary works and academic texts; write essays, narratives, and reports; and apply a range of learning strategies and research skills effectively. Students will further develop their ability to respond critically to print and media texts. (Prerequisite: English as a Second Language, Level 4, or equivalent.)"
ELS2OZ	Literacy Sills: Reading and Writing	12	English Language Learners	Open	Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits.
GLS4OZ	TOEFL Preparation	12	English Language Learners	ESL	Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits.
AVI3OZ	Visual Arts for Senior ELL's	12	English Language Learners	ESL	Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits.
SVN3MZ	Environmental Science	12	English Language Learners	ESL - University/College	Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits.
GLS4OZ	TOEFL Preparation	12	English Language Learners	ESL	Specialized ESL courses are designed to meet the needs of students who are enrolled in ESL programs in consultation with WCI ESL staff. Three ESL English courses may be used as compulsory English credits.
